sentence1	sentence2	label
A woman in a green shirt and jeans throws a spear toward a target in the background painted with a carrot across a parking lot	A woman throwing a spear towards a target .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in a green shirt and jeans throws a spear toward a target in the background painted with a carrot across a parking lot	A woman participating in a spear throwing contest .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in a green shirt and jeans throws a spear toward a target in the background painted with a carrot across a parking lot	A woman shooting a bow at a painted pumpkin target .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Man wearing dark clothes walks down a street with a wall of graffiti to his left .	A man is looking at the graffiti .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
Man wearing dark clothes walks down a street with a wall of graffiti to his left .	A man walks past some graffiti .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Man wearing dark clothes walks down a street with a wall of graffiti to his left .	The man is painting the street .	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
a group of people riding bikes in a marathon as people line the street .	The people lining the street are family members .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
a group of people riding bikes in a marathon as people line the street .	The people riding bikes are running from the police .	[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
a group of people riding bikes in a marathon as people line the street .	There are people riding bikes in a marathon .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three women wearing belly dancing costumes are pictured in color while the background of the shot is in black and white .	three women in snowsuits eat a racoon	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three women wearing belly dancing costumes are pictured in color while the background of the shot is in black and white .	three women dance in belly dancing costumes	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three women wearing belly dancing costumes are pictured in color while the background of the shot is in black and white .	three women wear belly dancing costumes	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman walking , smiling and holding a shopping bag .	Women hate shopping .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman walking , smiling and holding a shopping bag .	The women came back from a shopping mall .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman walking , smiling and holding a shopping bag .	Some women go shopping , while men stay at home .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A person on a boat by the shore .	A guy is on a boat by the shore fishing .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person on a boat by the shore .	He is sleeping on the boat .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A person on a boat by the shore .	A guy is on a boat by the shore .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A person in a yellow slicker is driving a motorboat next to the beach .	A fisherman heading home for the night .	[1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]
A person in a yellow slicker is driving a motorboat next to the beach .	A whale eating a fisherman .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person in a yellow slicker is driving a motorboat next to the beach .	A person in a boat .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two boys in green and white uniforms play basketball with two boys in blue and white uniforms .	Eight girls in dresses are playing basketball .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two boys in green and white uniforms play basketball with two boys in blue and white uniforms .	Boys are playing basketball .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two boys in green and white uniforms play basketball with two boys in blue and white uniforms .	Two different teams are playing basketball .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A referee is talking with a couple of soccer players in red jerseys .	There is a soccer game today .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A referee is talking with a couple of soccer players in red jerseys .	The soccer players are casually kicking the ball down the street .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A referee is talking with a couple of soccer players in red jerseys .	The soccer players are being told what they did wrong .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A white and blue car is on the street .	A sedan is parked near a school .	[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]
A white and blue car is on the street .	A vehicle is on the street .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A white and blue car is on the street .	A car is driving off a cliff .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young boy is hanging onto a clothing rack .	A boy hangs from a rack .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young boy is hanging onto a clothing rack .	A boy is hanging onto a purple clothing rack .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A young boy is hanging onto a clothing rack .	A girl stands near a clothing rack ,	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A boy toddler play outside on a clothes rack full of tied dye shirts .	A toddler is playing inside the house .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A boy toddler play outside on a clothes rack full of tied dye shirts .	A toddler is playing outside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A boy toddler play outside on a clothes rack full of tied dye shirts .	A toddler is enjoying the sunny weather .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men are playing basketball , and one man is making a shot .	Two men are playing basketball .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men are playing basketball , and one man is making a shot .	The men are on different teams .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
Two men are playing basketball , and one man is making a shot .	The men are playing soccer .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man trying to block another man from shooting the ball in .	The man is the goalie .	[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]
A man trying to block another man from shooting the ball in .	The man is playing the guitar at the concert .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man trying to block another man from shooting the ball in .	The man is is near the ball .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a black coat eats a doughnut while other men look out of frame .	A man in a black coat eats a doughnut .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a black coat eats a doughnut while other men look out of frame .	A man in a black coat is covered in powdered sugar .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a black coat eats a doughnut while other men look out of frame .	A naked man eats a doughnut .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in black , seen from behind , sits next to a body of water .	A woman sits outside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in black , seen from behind , sits next to a body of water .	A woman sits and relaxes .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in black , seen from behind , sits next to a body of water .	A woman leaps from a balcony to the ground below .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An orange car is driving across a steel bridge in a city .	A car is driving on the highway towards the country-side .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An orange car is driving across a steel bridge in a city .	A car is driving across the bridge on it 's way to work .	[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
An orange car is driving across a steel bridge in a city .	A car is driving across a bridge .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young man wearing black jumps off a height while people clap .	The man is wearing yellow .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young man wearing black jumps off a height while people clap .	The man is jumping off something .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young man wearing black jumps off a height while people clap .	The man is jumping off a cliff .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A Korean gentlemen kicks up his leg .	A person is dancing .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A Korean gentlemen kicks up his leg .	A person stands on two feet .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A Korean gentlemen kicks up his leg .	A person is kicking .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat .	A dog is swimming towards a stick .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat .	A man on a lake is learning how to waterboard slowly .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat .	A man is moving on the water .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two woman talk in the middle of a parking lot , near two cars , as random people wander nearby .	Sisters talk to each other in the middle of the lot	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
Two woman talk in the middle of a parking lot , near two cars , as random people wander nearby .	Two women near cars talk in the middle of the lot	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two woman talk in the middle of a parking lot , near two cars , as random people wander nearby .	Two men talk in the middle of the lot	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Graffiti on the side of an Asian warehouse .	A graffiti artist made an urban tag sign for a local warehouse .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Graffiti on the side of an Asian warehouse .	Letters on a building .	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
Graffiti on the side of an Asian warehouse .	A neon sign on a new building .	[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]
People are working with some white pipes .	Men are fixing the pipes .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
People are working with some white pipes .	People are ruining the red pipes .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
People are working with some white pipes .	People working on white pipes .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man talks on his cellphone in private .	A man is on his cellphone .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man talks on his cellphone in private .	A man is talking to his wife on his cellphone .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man talks on his cellphone in private .	A man throws his cellphone to the ground .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A baby wearing a bib makes a funny face at the camera .	A baby in a bib is making funny faces at the camera .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A baby wearing a bib makes a funny face at the camera .	A baby spits up all over his bib .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A baby wearing a bib makes a funny face at the camera .	A baby girl in a bib makes a funny face at her mom 's camera .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A brunette baby wearing a red and gray striped shirt , jeans , and a bib with fruit characters on it is sitting on a decorative blanket .	Fruit characters decorate this child 's bib	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A brunette baby wearing a red and gray striped shirt , jeans , and a bib with fruit characters on it is sitting on a decorative blanket .	The child is secretly a 50 year old man	[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
A brunette baby wearing a red and gray striped shirt , jeans , and a bib with fruit characters on it is sitting on a decorative blanket .	The child is at a picnic	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two power walkers walking beside one another in a race .	Two people in a park walking	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two power walkers walking beside one another in a race .	Two people driving cars	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two power walkers walking beside one another in a race .	Two people in a race	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl wearing makeup playing a bass .	A girl is playing the violin .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl wearing makeup playing a bass .	A girl loves to get made up .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl wearing makeup playing a bass .	A girl is musical .	[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]
A person is climbing a cliff wall that overlooks water .	A person is climbing .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person is climbing a cliff wall that overlooks water .	A man is climbing .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A person is climbing a cliff wall that overlooks water .	A person is walking on the beach .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A middle-aged man in a bicycle race trying his hardest on the sand surrounded by watching crowd .	A small girl bounces on a pogo stick .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A middle-aged man in a bicycle race trying his hardest on the sand surrounded by watching crowd .	A man on a bicycle struggles as the comes to the end of a race .	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]
A middle-aged man in a bicycle race trying his hardest on the sand surrounded by watching crowd .	A man is riding a bicycle .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Man on bike , with bike clothing and helmet on , having trouble maneuvering through sand from beach .	The man is sailing a boat .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Man on bike , with bike clothing and helmet on , having trouble maneuvering through sand from beach .	The man is riding a bike in sand .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Man on bike , with bike clothing and helmet on , having trouble maneuvering through sand from beach .	The man is riding in a bike race .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle .	The person is riding a bicycle .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle .	The person is wearing black .	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle .	The person has a helmet on .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
This is a heated hockey match at the goal line .	The Stanley Cup from 2013 .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
This is a heated hockey match at the goal line .	Tiger Woods gets a hole in one .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three hockey players are in the middle of a play .	the players are playing for the championship	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three hockey players are in the middle of a play .	the bird is red	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three hockey players are in the middle of a play .	the players are playing a game	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An infant is in a crib and crying .	A puppy is eating food .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An infant is in a crib and crying .	A baby is crying for it 's mother .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
An infant is in a crib and crying .	A baby is unhappy .	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two children run up the street on the sidewalk near the building .	The children are inside .	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two children run up the street on the sidewalk near the building .	The children are outside .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two children run up the street on the sidewalk near the building .	The children are going home .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A large man dressed in black on a street corner by a red brick building .	A man is on the street corner .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A large man dressed in black on a street corner by a red brick building .	A man got shot on the street corner .	[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]
A large man dressed in black on a street corner by a red brick building .	A man is waiting for the boss on the street corner .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men in animal print pants sleep on a white bed .	Two men are inside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men in animal print pants sleep on a white bed .	Two guys are exhausted after making love .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men in animal print pants sleep on a white bed .	A woman watches TV .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in an orange shirt is enjoying food in a public setting .	the lady is ice skating	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in an orange shirt is enjoying food in a public setting .	the lady in the orange shirt is eating her lunch	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in an orange shirt is enjoying food in a public setting .	the lady in the orange shirt is eating	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two dogs biting each other playfully while jumping	Two dogs are playing outdoors	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two dogs biting each other playfully while jumping	Two dogs are biting each other while fighting and growling	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two dogs biting each other playfully while jumping	Two dogs are playing .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
An audience cheers at a concert .	An audience making noise at a concert .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An audience cheers at a concert .	An audience making noise at a Weezer concert .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]
An audience cheers at a concert .	An audience sitting in a room quietly listening to poetry .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
